#../do_sensitivity.py --input_csv input_df.csv --bias 2 --output_dir sensitivity_output --covariate_dir covariates/ --bootstrap_dir bootstrap/ --multi 4
alpha,delta,Rsq
0.0001,1924.0599899234192,21.083920955902723
0.0006000000000000001,320.5163106193061,3.549333561509633
0.0011,174.73961250075038,1.9566320807857378
0.0016,120.07335070629199,1.3601759972967078
0.0021,91.43864214728997,1.0
0.0026,73.81728303405797,0.8566909282369498
0.0031,61.88023331219111,0.7271745411878157
0.0036,53.259030735287276,0.6338341719440562
0.0041,46.74056049421364,0.5634154049067533
0.004600000000000001,41.63914900119949,0.5084298558834494
0.0051,37.53801427152146,0.46432795761748435
0.0056,34.16922502928593,0.4281865108402302
0.0061,31.352696318564416,0.3980418245681548
0.006600000000000001,28.96291438219465,0.3725260538265849
0.0071,26.909721450947387,0.3506572491118192
0.0076,25.126685484337923,0.331712315054525
0.0081,23.56377741484074,0.315147044174636
0.0086,22.18260284179671,0.3005440613308324
0.0091,20.95320569436192,0.28757794008694193
0.0096,19.851870749784922,0.27599122780270613
0.0101,18.859578869027427,0.26557759743743253
0.0106,17.960899429850826,0.25616977169429167
0.011099999999999999,17.14318210231176,0.2476307138649772
0.0116,16.3959576478364,0.23984709912976715
0.0121,15.71048728050777,0.23272440624259855
0.0126,15.079419323284585,0.2261831791764222
0.0131,14.496524492566984,0.22015614590847413
0.0136,13.956489575872741,0.2145859735811387
0.0141,13.454755007880214,0.2094235019384578
0.0146,12.987385821257039,0.20462634027989982
0.015099999999999999,12.55096823639699,0.20015774359220787
0.0156,12.142526137745914,0.1959857051602927
0.0161,11.75945311354522,0.19208221854667373
0.0166,11.399456777549384,0.18842267318941833
0.0171,11.060512858863248,0.18498535623769843
0.0176,10.740827117375186,0.18175103947213386
0.0181,10.438803571549448,0.178702634835788
0.0186,10.153017850768107,0.17582490564769396
0.0191,9.882194733169035,0.17310422328080508
0.0196,9.625189121569914,0.17052836117364026
0.0201,9.380969858806571,0.1680863196646123
0.0206,9.148605900060863,0.16576817640365468
0.0211,8.92725445120832,0.16356495809126054
0.0216,8.716150754617468,0.1614685300829748
0.022099999999999998,8.514599261492267,0.1594715010247431
0.0226,8.32196597602747,0.1575671401868484
0.0231,8.137671793829549,0.15574930556855382
0.0236,7.961186687148489,0.1540123811727745
0.0241,7.792024613939672,0.15235122211615054
0.0246,7.629739047771863,0.1507611064572245
0.0251,7.473919042009147,0.14923769280375423
0.0256,7.324185755221537,0.14777698290713745
0.0261,7.180189375973681,0.14637528857350698
0.0266,7.041606394441912,0.14502920232204544
0.0271,6.908137176066296,0.14373557130526582
0.0276,6.779503798936172,0.14249147407646207
0.0281,6.6554481220597905,0.141294199848688
0.0286,6.535730056263002,0.14014122993945966
0.0291,6.420126013345828,0.1390302211374988
0.0296,6.3084275124191,0.13795899076353607
0.0301,6.200439925144423,0.13692550322756006
0.0306,6.095981343989833,0.13592785791078152
0.0311,5.994881559656934,0.134964278222724
0.0316,5.896981135587733,0.13403310170282837
0.032100000000000004,5.802130568966172,0.13313277105227583
0.032600000000000004,5.710189528928094,0.1322618259957911
0.033100000000000004,5.621026163815638,0.1314188958853326
0.033600000000000005,5.53451647028391,0.13060269296809027
0.034100000000000005,5.4505437179114695,0.12981200625033698
0.034600000000000006,5.368997923700083,0.12904569589661416
0.035100000000000006,5.2897753714890206,0.1283026881106494
0.03560000000000001,5.212778171868156,0.12758197045044323
0.03610000000000001,5.137913858663383,0.12688258753524825
0.0366,5.065095018496992,0.12620363710679747
0.0371,4.99423895030274,0.12554426641121252
0.0376,4.925267352007271,0.12490366887160002
0.0381,4.858106031882287,0.12428108102450858
0.0386,4.7926846423304905,0.12367577969620519
0.0391,4.728936434097152,0.12308707939719753
0.0396,4.66679802910203,0.12251432991561746
0.040100000000000004,4.606209210266388,0.12195691409201834
0.040600000000000004,4.547112726870048,0.12141424575986744
0.041100000000000005,4.4894541141159525,0.12088576783754701
0.041600000000000005,4.433181525706909,0.12037095055904945
0.042100000000000005,4.378245578352712,0.11986928983177109
0.042600000000000006,4.324599207227486,0.11938030571090626
0.043100000000000006,4.272197531487997,0.11890354098091735
0.04360000000000001,4.220997729045285,0.11843855983543643
0.0441,4.170958919855242,0.11798494664774056
0.0446,4.122042057059596,0.11754230482465124
0.0451,4.074209825368064,0.11711025573734286
0.0456,4.027426546125909,0.11668843772312372
0.0461,3.9816580885592887,0.11627650515276446
0.0466,3.936871786734441,0.11587412755842193
0.0471,3.8930363618060873,0.11548098881762617
0.0476,3.8501218491661446,0.11509678638918078
0.048100000000000004,3.808099530136179,0.11472123059717496
0.048600000000000004,3.766941867876378,0.11435404395961894
0.049100000000000005,3.7266224472104628,0.11399496055850035
0.049600000000000005,3.6871159180902313,0.11364372544831847
0.050100000000000006,3.648397942445454,0.11330009410038998
0.050600000000000006,3.61044514418496,0.11296383188043371
0.051100000000000007,3.5732350621330866,0.11263471355713975
0.05160000000000001,3.536746105702374,0.11231252283960501
0.05210000000000001,3.500957513118699,0.11199705194168248
0.0526,3.4658493120290115,0.11168810117144007
0.0531,3.4314022823346098,0.11138547854406125
0.0536,3.3975979211046554,0.1110889994166454
0.0541,3.3644184094353284,0.11079848614348006
0.0546,3.3318465811299087,0.110513767750463
0.0551,3.299865893084116,0.11023467962744735
0.055600000000000004,3.2684603972693616,0.10996106323737335
0.056100000000000004,3.2376147142142293,0.10969276584113104
0.056600000000000004,3.2073140078915197,0.1094296402371722
0.057100000000000005,3.1775439619247248,0.10917154451496172
0.057600000000000005,3.148290757033742,0.10891834182141892
0.058100000000000006,3.1195410496451856,0.10866990013956078
0.058600000000000006,3.0912819515977312,0.10842609207861205
0.05910000000000001,3.063501010877644,0.10818679467489646
0.05960000000000001,3.036186193324002,0.10795188920287178
0.0601,3.0093258652471264,0.107721260995712
0.0606,2.9829087769074922,0.10749479927488047
0.0611,2.9569240468058235,0.1072723969881747
0.0616,2.931361146738272,0.10705395065575696
0.0621,2.90620988757358,0.10683936022371655
0.0626,2.881460405711838,0.10662852892473923
0.0631,2.8571031501870494,0.10642136314548464
0.0636,2.8331288703780593,0.10621777230030141
0.0641,2.809528604294638,0.10601766871092823
0.0646,2.7862936674075556,0.10582096749185527
0.0651,2.763415641993392,0.10562758644103781
0.0656,2.74088636696664,0.1054374459356744
0.0661,2.7186979281732726,0.10525046883277797
0.0666,2.696842649121548,0.10506658037428676
0.0671,2.6753130821272255,0.10488570809647443
0.06760000000000001,2.654101999851754,0.10470778174343597
0.06810000000000001,2.633202387213221,0.10453273318443726
0.06860000000000001,2.6126074336510507,0.1043604963349286
