#../do_sensitivity.py --input_csv input_df.csv --bias 2 --output_dir sensitivity_output --covariate_dir covariates/ --bootstrap_dir bootstrap/ --multi 4
alpha,delta,Rsq
0.0001,1941.2033186100125,24.26007094885992
0.0006000000000000001,323.3721033134724,4.069342979518226
0.0011,176.29653828651422,2.234283229891597
0.0016,121.14320140140492,1.54644871028084
0.0021,92.25335827110956,1.0
0.0026,74.47499326785089,0.9649961553206722
0.0031,62.431584717256285,0.8151704476918099
0.0036,53.73356743071575,0.7070872941987069
0.0041,47.15701777503875,0.6254709882183245
0.004600000000000001,42.01015282711762,0.5616873780906895
0.0051,37.87247708467124,0.5104882658839272
0.0056,34.47367201051885,0.46849986198743
0.0061,31.63204809606356,0.4334546110035154
0.006600000000000001,29.22097325955605,0.4037721794653186
0.0071,27.149486428190443,0.3783174852984163
0.0076,25.350563653583468,0.3562542380658152
0.0081,23.773730110409456,0.3369527209255149
0.0086,22.38024930481381,0.3199297399098736
0.0091,21.139898258074833,0.3048083689907363
0.0096,20.028750445371166,0.2912902740747271
0.0101,19.027617267588653,0.27913625714307233
0.0106,18.12093061601204,0.2681523065103316
0.011099999999999999,17.295927446559446,0.25817941715756165
0.0116,16.542045239990692,0.24908604369872117
0.0121,15.8504673480144,0.24076242452952487
0.0126,15.21377659032194,0.23311625742193218
0.0131,14.625688180544934,0.22606936551412396
0.0136,14.080841565604475,0.2195550988288788
0.0141,13.5746365545605,0.21351628875026954
0.0146,13.10310311961543,0.20790362290383313
0.015099999999999999,12.662797064468046,0.20267434299650516
0.0156,12.250715756445492,0.19779119315632898
0.0161,11.864229560722478,0.19322156431321236
0.0166,11.501025665946631,0.18893679328380308
0.0171,11.159061765017327,0.18491158489254705
0.0176,10.836527631186279,0.18112353265799014
0.0181,10.531813062760259,0.17755271898122532
0.0186,10.24348099801306,0.17418137987296903
0.0191,9.970244852886132,0.17099362238953414
0.0196,9.710949327408539,0.1679751853623009
0.0201,9.464554076830327,0.16511323587912702
0.0206,9.2301197607462,0.16239619544065984
0.0211,9.006796075756112,0.15981359086670704
0.0216,8.793811450256303,0.15735592593997402
0.022099999999999998,8.59046413812753,0.15501457050090148
0.0226,8.396114494677017,0.1527816642891083
0.0231,8.210178255704884,0.1506500332953877
0.0236,8.032120670926485,0.14861311676731256
0.0241,7.861451367674158,0.1466649033198253
0.0246,7.697719840976806,0.14479987485409818
0.0251,7.54051148267377,0.1430129571946892
0.0256,7.389444075866947,0.14129947652541652
0.0261,7.244164692309426,0.1396551208453797
0.0266,7.104346939712717,0.1380759057837089
0.0271,6.969688513780091,0.1365581442093123
0.0276,6.839909016323285,0.13509841915365078
0.0281,6.714748006320458,0.13369355963323093
0.0286,6.59396325540864,0.13234061901636002
0.0291,6.477329183222312,0.13103685562761155
0.0296,6.364635451312551,0.12977971532491375
0.0301,6.2556856972071,0.12856681581943902
0.0306,6.15029639258222,0.12739593253854506
0.0311,6.048295811578718,0.12626498585774004
0.0316,5.949523097062668,0.12517202954970005
0.032100000000000004,5.85382741415148,0.12411524031732803
0.032600000000000004,5.761067181636341,0.12309290829418543
0.033100000000000004,5.671109373064257,0.12210342840974821
0.033600000000000005,5.583828880223487,0.12114529252916365
0.034100000000000005,5.499107932627312,0.12021708228779646
0.034600000000000006,5.4168355673316055,0.11931746255008381
0.035100000000000006,5.336907144067116,0.11844517543026276
0.03560000000000001,5.259223901231403,0.11759903481956359
0.03610000000000001,5.183692548778952,0.11677792137061078
0.0366,5.11022489448094,0.11598077789516882
0.0371,5.038737500406593,0.1152066051361081
0.0376,4.969151366812947,0.11445445787863665
0.0381,4.901391640925171,0.11372344136952116
0.0386,4.83538734835055,0.11301270801627003
0.0391,4.771071145100088,0.11232145434112294
0.0396,4.708379088396354,0.1116489181672406
0.040100000000000004,4.6472504246278765,0.11099437601674766
0.040600000000000004,4.587627392971923,0.11035714070229118
0.041100000000000005,4.529455043351393,0.1097365590955678
0.041600000000000005,4.472681067519819,0.10913201005786632
0.042100000000000005,4.417255642183056,0.10854290251909843
0.042600000000000006,4.3631312831687525,0.10796867369306304
0.043100000000000006,4.3102627097464286,0.1074087874178312
0.04360000000000001,4.258606718283332,0.1068627326111609
0.0441,4.208122064495137,0.10633002183176811
0.0446,4.158769353616989,0.10581018993810766
0.0451,4.110510937880265,0.10530279283705864
0.0456,4.063310820734257,0.10480740631557875
0.0461,4.017134567300745,0.10432362494899633
0.0466,3.9719492205932734,0.103851061080153
0.0471,3.9277232230727974,0.10338934386410523
0.0476,3.884426343147289,0.1029381183735361
0.048100000000000004,3.8420296062555748,0.10249704476043701
0.048600000000000004,3.8005052302052547,0.10206579746998244
0.049100000000000005,3.759826564461458,0.1016440645028571
0.049600000000000005,3.7199680331076572,0.10123154672259568
0.050100000000000006,3.680905081221996,0.1008279572047723
0.050600000000000006,3.642614124432889,0.10043302062512716
0.051100000000000007,3.6050725014361333,0.1000464726839472
0.05160000000000001,3.568258429272648,0.09966805956422611
0.05210000000000001,3.5321509611813973,0.09929753742132064
0.0526,3.4967299468561417,0.09893467190199325
0.0531,3.461975994947557,0.09857923769089165
0.0536,3.427870437664132,0.09823101808266242
0.0541,3.3943952973360383,0.09788980457802803
0.0546,3.3615332548161514,0.09755539650228191
0.0551,3.3292676196015263,0.09722760064476649
0.055600000000000004,3.297582301567019,0.09690623091800518
