#../do_sensitivity.py --input_csv input_df.csv --bias 2 --output_dir sensitivity_output --covariate_dir covariates/ --bootstrap_dir bootstrap/ --multi 4
alpha,delta,Rsq
0.0001,1722.234500467199,20.111050074820735
0.0006000000000000001,286.8955495161047,3.387987375171088
0.0011,156.41019033873252,1.8685790068052006
0.0016,107.47818064721794,1.2993776792132166
0.0021,81.84712795166269,1.0
0.0026,66.07417244670562,0.818737182480976
0.0031,55.3892671046379,0.6950827168335125
0.0036,47.67239102425568,0.6059765794162557
0.0041,41.83767984152765,0.5387672016060623
0.004600000000000001,37.27138413330571,0.4863044444386613
0.0051,33.60044052473514,0.44424284953996046
0.0056,30.58502256055218,0.40978953392966266
0.0061,28.063935410169687,0.3810678545671465
0.006600000000000001,25.92483116136031,0.3567703085449859
0.0071,24.08700920111563,0.3359580933438122
0.0076,22.491005919850515,0.3179397889813098
0.0081,21.0920400807169,0.3021949748032389
0.0086,19.85574468799416,0.2883244940420373
0.0091,18.755305931834364,0.27601711710806054
0.0096,17.76949621277455,0.2650266248366369
0.0101,16.88129141639392,0.2551557006664475
0.0106,16.07687952533222,0.24624438334443993
0.011099999999999999,15.344937174005809,0.23816164198249223
0.0116,14.676093301242018,0.23079913121959128
0.0121,14.062525781599202,0.22406649574109774
0.0126,13.497654096848672,0.21788779365733144
0.0131,12.975902388033296,0.21219873970628172
0.0136,12.492514775454348,0.20694455720860513
0.0141,12.04340997227816,0.20207828759209098
0.0146,11.625065772059246,0.19755944773180015
0.015099999999999999,11.234426485762116,0.19335295443369496
0.0156,10.868828179355825,0.18942825608132774
0.0161,10.52593784229154,0.18575862637266818
0.0166,10.203703549628719,0.18232058593976308
0.0171,9.900313367647934,0.17909342564954334
0.0176,9.614161264188784,0.1760588113423163
0.0181,9.343818669208039,0.173200454240938
0.0186,9.088010622344543,0.17050383465674365
0.0191,8.845595666939865,0.1679559692116712
0.0196,8.615548821504815,0.16554521379370574
0.0201,8.396947092758074,0.1632610960130025
0.0206,8.188957098416514,0.1610941721374578
0.0211,7.990824449778349,0.15903590443939863
0.0216,7.801864608947503,0.15707855563931702
0.022099999999999998,7.62145498715878,0.15521509773314363
0.0226,7.4490280919978735,0.15343913297044667
0.0231,7.2840655645928525,0.15174482513808651
0.0236,7.126092974789739,0.15012683961710765
0.0241,6.974675264231567,0.14858029093536107
0.0246,6.829412745159499,0.1471006967464207
0.0251,6.689937577444885,0.1456839373360832
0.0256,6.555910658469124,0.14432621989842406
0.0261,6.427018870488601,0.14302404693978055
0.0266,6.302972638447197,0.14177418826571497
0.0271,6.183503758141637,0.14057365608661665
0.0276,6.068363460455844,0.1394196828450476
0.0281,5.957320682260649,0.13830970142456614
0.0286,5.850160518687663,0.13724132744746656
0.0291,5.746682834962546,0.13621234340918997
0.0296,5.6467010189308455,0.13522068443133703
0.0301,5.55004085791681,0.13426442544427333
0.0306,5.456539525694082,0.13334176963509203
0.0311,5.366044667176265,0.13245103801788705
0.0316,5.2784135700039485,0.1315906600014492
0.032100000000000004,5.193512413553511,0.13075916484511038
0.032600000000000004,5.111215587055541,0.12995517390691175
0.033100000000000004,5.031405069515213,0.12917739359989017
0.033600000000000005,4.953969864996919,0.1284246089823361
0.034100000000000005,4.878805487590599,0.12769567791660516
0.034600000000000006,4.805813491034172,0.12698952573865468
0.035100000000000006,4.734901038539182,0.12630514038709334
0.03560000000000001,4.665980508867085,0.12564156794630538
0.03610000000000001,4.598969135141583,0.12499790856326895
0.0366,4.533788673266506,0.12437331270211628
0.0371,4.470365097156255,0.12376697770437778
0.0376,4.408628318282978,0.12317814462627613
0.0381,4.348511927306638,0.12260609532745567
0.0386,4.289952955785644,0.12205014978819939
0.0391,4.2328916561705565,0.12150966363454387
0.0396,4.177271298464942,0.12098402585279144
0.040100000000000004,4.123037982098619,0.12047265667677347
0.040600000000000004,4.070140461701911,0.11997500563286796
0.041100000000000005,4.018529985597093,0.11949054972923913
0.041600000000000005,3.968160145937102,0.11901879177707565
0.042100000000000005,3.918986739523192,0.11855925883277334
0.042600000000000006,3.870967638424162,0.1181115007510475
0.043100000000000006,3.8240626696012114,0.11767508883989884
0.04360000000000001,3.7782335028154854,0.11724961460919138
0.0441,3.733443546160955,0.11683468860535356
0.0446,3.689657848624239,0.11642993932538921
0.0451,3.6468430091260307,0.11603501220399243
0.0456,3.604967091546643,0.1156495686681088
0.0461,3.5639995452813418,0.11527328525377796
0.0466,3.523911130910146,0.11490585278053998
0.0471,3.4846738506020323,0.11454697557909051
0.0476,3.446260882905434,0.11419637076823397
0.048100000000000004,3.408646521605854,0.11385376757751611
0.048600000000000004,3.371806118357706,0.11351890671221554
0.049100000000000005,3.335716028821333,0.11319153975764737
0.049600000000000005,3.300353562057871,0.11287142861997843
0.050100000000000006,3.265696932954358,0.11255834500097966
0.050600000000000006,3.231725217469491,0.1122520699043449
0.051100000000000007,3.1984183105068333,0.1119523931713942
0.05160000000000001,3.1657568862372507,0.11165911304414736
0.05210000000000001,3.133722360706047,0.11137203575391177
0.0526,3.1022968565727758,0.1110909751336695
0.0531,3.071463169843144,0.11081575225267837
0.0536,3.041204738462946,0.11054619507182228
0.0541,3.0115056126535453,0.11028213811835383
0.0546,2.9823504268772845,0.1100234221787734
0.0551,2.9537243733292686,0.10976989400867983
0.055600000000000004,2.925613176859453,0.10952140605851333
0.056100000000000004,2.8980030712358027,0.10927781621418858
0.056600000000000004,2.8708807766655737,0.1090389875516858
0.057100000000000005,2.8442334784976255,0.10880478810473614
0.057600000000000005,2.818048807033982,0.10857509064479647
0.058100000000000006,2.792314818383826,0.10834977247256357
0.058600000000000006,2.7670199762976657,0.10812871522033302
0.05910000000000001,2.742153134923623,0.1079118046645506
0.05960000000000001,2.717703522431696,0.10769893054795225
0.0601,2.6936607254554414,0.10748998641072716
0.0606,2.670014674303877,0.10728486943017661
0.0611,2.6467556288994745,0.10708348026837604
0.0616,2.6238741654009874,0.10688572292738008
0.0621,2.6013611634725247,0.10669150461154044
0.0626,2.5792077941627265,0.10650073559653377
0.0631,2.557405508360216,0.10631332910472328
0.0636,2.5359460257935935,0.10612920118650002
0.0641,2.514821324546263,0.10594827060727438
0.0646,2.49402363105818,0.10577045873980769
0.0651,2.4735454105883465,0.1055956894615918
0.0656,2.45337935811348,0.10542388905700573
0.0661,2.433518389639746,0.10525498612399166
0.0666,2.413955633905858,0.10508891148501054
0.0671,2.394684424457125,0.10492559810205049
0.06760000000000001,2.375698292071243,0.10476498099547571
0.06810000000000001,2.356990957517753,0.10460699716651597
0.06860000000000001,2.3385563246341383,0.10445158552320813
0.06910000000000001,2.32038847370253,0.10429868680961242
0.06960000000000001,2.302481655111893,0.10414824353813697
0.07010000000000001,2.2848302832914507,0.1040001999248129
0.07060000000000001,2.2674289309018927,0.10385450182737149
0.07110000000000001,2.2502723232716817,0.10371109668598408
0.07160000000000001,2.2333553330664735,0.10356993346653222
0.07210000000000001,2.2166729751803387,0.10343096260628394
0.0726,2.2002204018380906,0.10329413596185805
0.0731,2.183992897898609,0.10315940675936536
0.0736,2.1679858763496096,0.10302672954662229
0.0741,2.152194873984807,0.1028960601473371
0.0746,2.1366155472549213,0.1027673556171749
0.0751,2.121243668284422,0.10264057420161267
0.0756,2.1060751210463358,0.1025156752955001
0.0761,2.091105897687857,0.10239261940424704
0.0766,2.0763320949998545,0.10227136810656094
0.0771,2.061749911023759,0.1021518840186648
0.0776,2.047355641789623,0.10203413075992551
0.0781,2.0331456781794834,0.10191807291983077
0.0786,2.0191165029104403,0.1018036760262514
0.0791,2.005264687632156,0.10169090651493297
0.0796,1.9915868901337495,0.1015797317001611
0.0801,1.9780798516552982,0.10147011974654835
0.0806,1.9647403942994084,0.10136203964189329
0.0811,1.9515654185385358,0.10125546117106494
0.0816,1.9385519008139485,0.10115035489086774
0.0821,1.9256968912224255,0.10104669210584435
0.0826,1.912997511286974,0.10094444484497639
