ghat,Qhat,t,y
0.009715842286168825,67.3183596613039,0,60
0.14960597407843954,81.1728801945816,0,94
0.7410248920384955,68.89510172312299,1,70
0.11955550007146311,83.7770072692452,0,84
0.1815830772655776,87.6440923445821,0,80
0.7622565481417335,78.352910667502,0,88
0.03584445556662391,77.4633463557424,0,78
0.6006752221809887,88.4478704784027,0,104
0.8731499738228219,73.3889980503577,1,68
0.3956089652376863,73.4844614361189,1,74
0.8820397886284251,70.7733478110387,1,64
0.5088505939709803,83.29714886024709,0,80
0.4411868475239788,82.2842898875358,0,68
0.3579522312689783,81.3022420834225,0,82
0.5619809750052841,76.7839937029878,1,58
0.3178283732586594,80.1744625586086,1,76
0.11158644901664556,79.5143610380922,0,74
0.11275238718824332,81.2221244590785,0,66
0.06420024322531238,75.3624737406474,0,54
0.7037571683495394,83.8075296630433,0,84
0.3973589147594933,84.1241901556415,1,98
0.034607851100695114,74.32192641454691,0,68
0.8032264909595261,74.7836188990556,1,76
0.40553966564552885,82.79214655844142,0,98
0.46521283088186877,83.7982550380562,0,80
0.6428813386555883,80.86265687769891,0,90
0.8105856179797478,68.26494378472209,1,80
0.6421628268089128,81.48799042102709,1,82
0.6471039833632269,79.7716547232762,1,74
0.38066764723364094,84.42873787121091,0,82
0.82580800222486,69.7104981458158,1,46
0.5053541137118172,79.0319590793036,0,110
0.8823424755098743,75.13511506129599,1,90
0.6149584466371034,80.2075533063086,0,92
0.8393066246378926,70.53351256479709,1,76
0.6596351449086528,84.2382767640842,0,82
0.41340613252019875,79.3880191762038,0,92
0.11494562143924132,77.8985304189874,0,60
0.2679198616773848,86.58918862344521,0,106
0.3408931966473236,82.5942599337608,1,76
0.5093440832475069,81.02297287862959,0,70
0.6445213279467705,79.4278241398348,0,72
0.7882076422751138,84.5697729509308,0,70
0.5044462587279025,82.65756200737091,0,74
0.2496113772269019,84.6618337436553,0,90
0.4154887398779878,84.4124834487587,0,78
0.7519040772286598,76.4321761349668,0,84
0.21029002182101114,80.39124499677321,0,78
0.12507512263228399,87.28596893259609,0,90
0.48871039774446295,77.1726481184696,1,76
0.5993470433551253,79.2047813581592,0,82
0.2825266611055383,81.7040109072942,1,100
0.3909922289399106,78.5273976531681,0,74
0.5664583439796947,75.5692421020303,0,78
0.07741936576449582,82.380639978418,0,80
0.6692207765658494,79.00307853128021,0,80
0.09032480236171284,74.82485368085291,0,66
0.5383189013095084,81.0473393653307,1,54
0.4279119646816406,83.31171559095101,0,84
0.5209904267637665,83.7849775367106,1,92
0.46367299881363955,81.8571026150928,1,74
0.7561157870138904,71.7409827304244,1,0
0.8392060381128279,73.50384681806051,1,70
0.08034429429373763,84.13886861887241,0,74
0.45414938720661263,87.6076691735228,1,82
0.2004790609543133,81.5891763166442,0,74
0.2651323944683033,84.91226561220341,0,90
0.3856635888596742,86.35141451031531,1,80
0.7374218662497461,77.71784460882529,1,76
0.6872546120140922,78.2518694642204,1,60
0.5214331389941074,81.41964370609941,1,90
0.7423330426800142,68.13677111462181,1,68
0.7366212175499828,78.1808200162847,1,88
0.6954588461268575,65.3905347340812,1,60
0.3013305729379497,88.5893544323893,0,92
0.6890309627422128,81.9072628967982,0,78
0.3644930104652926,82.3009855114086,1,98
0.19945137196047028,86.591433507048,1,86
0.05862379224111424,73.9694515709998,0,72
0.6154519098018668,83.4045538550968,0,90
0.3611581275554347,78.95542856979941,1,86
0.14117289791336146,78.441950493588,0,80
0.7303608638297138,77.2383860975543,1,88
0.8632331307323718,72.4597838342024,0,68
0.5065455932312651,74.5123768361615,1,68
0.3125103750594349,80.2321547946314,0,72
0.5768103574049532,89.57265867785071,1,80
0.49010412591493085,81.2634875460827,1,80
0.06349088772280562,82.5555510826205,0,70
0.21091732119107368,86.53430304037359,0,80
0.21986681007272385,87.1451128013805,0,88
0.5115867595173802,84.5627048826832,1,88
0.19253543170656295,88.811298543687,1,68
0.6166715607246643,77.13616577112121,1,68
0.05359944763027286,77.37603886489529,0,68
0.22900177733635438,80.74044582399341,0,82
0.5091034573680141,75.09616657394521,0,58
