g,Q,t,y
0.17221241862635928,78.5320998204238,0,78
0.038405576984503566,75.64871220433841,0,78
0.091816455924895,85.6362569406554,0,80
0.17038920381047934,86.0428505887636,0,76
0.060760488561583476,81.39919112321421,0,70
0.0527397916379292,75.87364252479071,0,88
0.482711409690508,76.0637320039936,0,62
0.13416499233776982,79.9780817935019,0,44
0.6724683290887726,70.6319977121522,0,62
0.5719074884666838,70.8644419307407,0,84
0.07796499461290034,86.2918067684513,0,82
0.5615547764948042,77.8646857444886,0,88
0.058127943075938174,80.3635003868058,0,112
0.3690808636698367,86.232381021283,0,90
0.0791735876432476,71.08179728505891,0,60
0.12651754134280274,84.0995433200915,0,90
0.1655678330956732,85.0153495332048,0,90
0.09193042106449732,82.80887251179259,0,104
0.15302020675635813,76.2838672599601,0,86
0.07885005204026327,82.14779737308271,0,66
0.6577399296607586,79.18519986497179,0,110
0.7429616111254621,76.1051041548457,0,88
0.10064500408083547,83.0426528997079,0,72
0.25761429228089017,83.1562729639695,0,70
0.4699176987628002,90.1293677719895,0,104
0.13021011034960206,82.9094485360113,0,74
0.6902045300086892,69.9248324871058,0,78
0.4279731003584919,88.8962498427327,0,82
0.10713965773831452,86.95439823030199,0,78
0.06465250466424753,65.0010607230336,0,80
0.4669044768762645,88.39393344630258,0,84
0.03853199263692244,81.40770147300559,0,86
0.8418841152309647,84.861963571098,0,106
0.10539515136503777,76.8110530621383,0,70
0.6950403932312613,88.28979314570498,0,66
0.07755380509999635,73.65227248942792,0,60
0.014956048327028331,72.3065307222362,0,62
0.044934711111336866,83.1850046695716,0,62
0.2539256042040032,84.9602081482065,0,84
0.33766178439827005,85.3611309360738,0,102
0.5220911963292093,78.0839311324373,0,90
0.5741927260865113,83.67090490137629,0,100
0.2890854069763445,81.79974294481269,0,66
0.7903171960169101,78.3936455863827,0,72
0.021122791542806052,68.9841084011,0,70
0.5142842228146475,77.6352042317052,0,90
0.8824733326664624,70.41782363143079,0,50
0.09366591732860073,76.48683055527691,0,86
0.09987025204251368,85.6502183394165,0,72
0.4213158041085511,83.5762972125504,0,80
0.4213855227713143,87.01117172099572,0,70
0.6902045300086892,69.9248324871058,0,78
0.13495857750394602,91.6064604025223,0,104
0.15416398588520766,81.0617389520182,0,80
0.7030906246355603,79.8871456594305,0,82
0.38038856719526937,83.6928670674035,0,66
0.5376597126772596,78.39857584779391,0,98
0.03871941230009365,78.04628001419,0,80
0.03528254298216435,63.1450966000488,0,78
0.04984342182932985,69.09271045414,0,66
0.07098421664731311,77.417355720215,0,66
0.1655678330956732,85.0153495332048,0,90
0.7628476752212051,75.1509681683988,0,62
0.09654364330303823,81.22688728121808,0,90
0.30584701274439324,87.87117453023309,0,108
0.5757911982502568,79.16955486480009,0,68
0.08071268687947815,84.7562458134962,0,74
0.854242678755095,73.0701645446322,0,74
0.5446211749752813,86.42509654095318,0,74
0.09815562907691547,81.4634063430917,0,92
0.6081113928924093,76.053205814835,0,82
0.5418219286615009,79.3659634551028,0,104
0.8273158467918016,87.9023085908388,0,80
0.2278401235006844,85.7279207719127,0,96
0.4245402388427349,89.35812461575041,0,106
0.019544716204432037,68.0310339820649,0,76
0.4139293759339797,78.57199957631529,0,62
0.2774365242937075,85.1592473684838,0,76
0.2243812321634676,84.81535216784471,0,92
0.1159467301637524,74.06461624136459,0,80
0.17980286489716168,82.4891747170535,0,82
0.06420132542356619,71.43922599699779,0,78
0.4560471790554722,87.4642174253105,0,70
0.2580678102861282,90.0744443495435,0,100
0.18450654997049404,90.2791131994176,0,108
0.03731099981631328,69.5236338227009,0,84
0.3780908748218965,82.3130844095635,0,92
0.03728444783033292,86.68848113397421,0,78
0.2580678102861282,90.0744443495435,0,100
0.28459223442605425,86.3212819233127,0,60
0.2343846218363322,82.6459822106633,0,90
0.5233438122225146,81.1428507836215,0,90
0.3535400818665336,85.4018191881048,0,92
0.6668851883700627,80.1538572589957,0,92
0.33636819403879226,87.1126203239705,0,66
0.5641015352575808,85.4205617602253,0,86
0.266735867204317,80.5046536194281,0,80
0.08441122092513073,72.220437980613,0,76
0.4178961986068774,88.2303977118371,0,80
0.7628476752212051,75.1509681683988,0,62
0.01510937945770145,77.1929345996853,0,76
0.1752443789091638,87.76996862710052,0,84
0.091816455924895,85.6362569406554,0,80
0.1321578829689038,84.0016944254517,0,80
0.1612466221715107,78.5587356236228,0,84
0.6238000046586151,92.030758097391,0,104
0.0866699419010698,81.14409985858991,0,84
0.019967852959440317,68.4444127675316,0,76
0.4178961986068774,88.2303977118371,0,80
0.3355265615316879,76.10455787082641,0,72
0.7368874408138504,75.44385724666559,0,84
0.08725505888773538,75.6233819505371,0,80
0.06465250466424753,65.0010607230336,0,80
0.5485657520351997,80.1852429746947,0,82
0.24271075910417225,83.4019580436493,0,76
0.594837024208072,75.2002854198259,0,92
0.0791735876432476,71.08179728505891,0,60
0.01510937945770145,77.1929345996853,0,76
0.6674897428552682,82.8223199360401,0,68
0.06905243634283967,68.801558853871,0,62
0.4389143642913847,77.8992127481048,0,70
0.4214074945128409,87.80187799942689,0,82
0.10539515136503777,76.8110530621383,0,70
0.2141274259821827,81.3611038293532,0,62
0.4338696185166341,86.5183495034461,0,84
0.17051765799865196,80.6226994083863,0,78
0.0448418991001556,81.1029919283858,0,70
0.7055441856654521,82.74854104851408,0,88
0.668431746561291,77.4996290018286,0,0
0.1499438039879907,83.2904420641222,0,78
0.01894865497926406,80.12182157966559,0,72
0.7812911328898644,65.2828740153915,0,64
0.1215041263125418,74.93531274038371,0,74
0.10113105967212796,81.91906546953301,0,84
0.3927017877536532,82.8071737354148,0,100
0.5891087315463489,86.78329105362191,0,84
0.534343165052072,83.12668849280871,0,80
0.12309587543750893,90.98228903695008,0,70
0.06476425094597983,79.4382468798545,0,96
0.21224349275802545,94.26609508634571,0,88
0.318880914958937,81.2953823872182,0,80
0.3800168987307928,81.2090886907965,0,70
