g,Q,t,y
0.037897853614042167,69.6799599980694,0,84
0.032522958178152955,84.54058468602041,0,88
0.051727905434319175,81.3066248389435,0,92
0.4245312442053247,83.06633609853509,0,84
0.15327343396432086,83.5368508872551,0,82
0.5737526202533162,96.15673350573358,0,78
0.6524322553210323,77.85020981683179,0,88
0.35662332701481586,84.7705448764241,0,74
0.04599033941208616,78.69173857757991,0,82
0.049994595378604303,85.2995280815422,0,82
0.2701050163276784,67.511124170266,0,76
0.3124809184905018,70.6063630392361,0,90
0.27196436777368965,92.17170733467181,0,100
0.11278328923542405,77.31700511950041,0,68
0.6711482578546021,86.326451783615,0,90
0.6395586886348092,78.6910983086705,0,86
0.5866754940082534,81.4576984734537,0,62
0.5295824453803712,97.28703904339241,0,98
0.6326159888655907,88.388338068127,0,90
0.4880389661494614,90.5434292308737,0,98
0.3947592234112029,67.1729241654448,0,76
0.4469669029623032,75.8793286055475,0,76
0.5512164341399663,86.1908667342408,0,80
0.5294255714442603,75.9428589977953,0,110
0.22258638209663148,81.593612463783,0,86
0.0336858713139505,69.0213163802885,0,78
0.4415154121153262,90.7043462411662,0,80
0.4398053412331092,76.5731297891862,0,80
0.5933960569282154,84.08031855401241,0,80
0.5792289134309632,75.9276799174989,0,74
0.027608918492793743,71.182761245159,0,60
0.051673413052430985,96.02802848926659,0,98
0.17312348375152645,96.51239454175541,0,90
0.21168983986032752,79.3554560917558,0,84
0.6006785228667572,78.484213102249,0,74
0.2590410717440508,92.0193162059087,0,102
0.2324104134401848,78.1278980405873,0,82
0.3312765142528074,76.4667584498742,0,74
0.6757285865429128,86.3800357933396,0,110
0.5755502448052695,81.8958631583594,0,86
0.401028616702488,94.15681728289871,0,74
0.3753704080276651,84.79738316826109,0,98
0.4669068763606812,87.85874475408359,0,78
0.2661992290241922,68.8623030107553,0,76
0.6264990222282989,85.8609189279567,0,84
0.3908833358100732,70.6496062446486,0,70
0.4019537460246159,70.6765503402857,0,74
0.6210790994932508,88.7941737851157,0,70
0.5363960629611277,76.67153566776791,0,92
0.4858967214319962,88.4342520553811,0,78
0.20653446352704602,87.50255484440929,0,80
0.4247410284236269,82.8886814101342,0,78
0.3542357836864198,72.61069971964521,0,58
0.4241710103532647,87.0392370886549,0,74
0.8414341278511033,72.1338900820406,0,72
0.1196629506766128,81.11224542922159,0,68
0.6757285865429128,86.3800357933396,0,110
0.3081291369514865,85.2441612389947,0,80
0.5263621188102532,79.7342270491123,0,86
0.009397438759205635,80.91861582920642,0,70
0.07191127475721901,74.66771068285149,0,82
0.12753127775557316,85.4265287060462,0,82
0.10282128404996116,64.08136238508641,0,80
0.19976786585756728,68.44793800662379,0,64
0.5861546774939751,78.2986869841549,0,90
0.10157717964385636,67.2236421887457,0,84
0.5856134735037025,77.335738032563,0,76
0.3409934119538281,77.5524241914519,0,106
