g,Q,t,y
0.027795365907082963,80.1847456039852,0,58
0.0334618798389583,70.6004656906392,0,68
0.030694686067812917,73.4804292304095,0,78
0.4192178186752801,89.78411474486782,0,94
0.07321003847312464,74.5572597017903,0,68
0.062103402917342974,81.7592818995158,0,98
0.008274692572015518,81.662639333468,0,98
0.16557547059546293,78.9117709547096,0,82
0.2598370235810762,74.9190007495944,0,94
0.4170196379306093,75.2022943714201,0,94
0.1373850294964405,86.17633175049141,0,90
0.2777810408485013,85.6297972392656,0,98
0.4014134631587285,85.55715189281429,0,92
0.14400050384135715,81.8962630828192,0,76
0.2911934516942184,81.4891312730313,0,92
0.45015489344516657,97.46567727974319,0,82
0.7863219435249789,75.5671536915344,0,80
0.7579368780752279,82.92714421559499,0,82
0.296617537981242,83.51955779490349,0,78
0.038988262283885626,86.5776941477427,0,60
0.3664081310977172,84.9678637666308,0,84
0.08482968090074254,84.5142006374615,0,78
0.23140797352294684,80.14098003416458,0,68
0.06751648201612664,87.8778711865711,0,104
0.8342027574387199,73.9990090764601,0,88
0.2751405969061887,89.16429777662029,0,88
0.7661469859973303,79.6341960982117,0,88
0.21252446068994385,91.4055340575218,0,80
0.08640264783121109,83.930551840303,0,90
0.015776602248140034,65.7651658626895,0,52
0.05891528929134057,72.7679203055006,0,82
0.7896727036198261,80.3791514958976,0,68
0.5977606577732395,79.6065119467921,0,88
0.17410154285261692,87.5262530395891,0,70
0.02657842820449665,64.9229743588255,0,68
0.1255833552534054,78.67977803318509,0,102
0.2131177463278212,80.7378884800289,0,70
0.061038339117367627,82.21946031953341,0,78
0.029458581606830774,92.89520615431931,0,84
0.3405298304741029,88.9596141194531,0,80
0.2495776843188645,82.1254686810131,0,88
0.08089326773760831,78.60492379747241,0,82
0.17753714962078254,90.76254804180228,0,86
0.16649078431662234,80.1574129576313,0,78
0.14942999312899194,78.9567193846531,0,92
0.8402448645488982,73.16272459597779,0,78
0.0938608637403636,80.5987635846481,0,68
0.1993874012132905,86.6216628157818,0,92
0.11329125754839828,78.2506628639006,0,78
0.5113011960520072,82.5234936076324,0,84
0.08986186599722441,72.9473744521399,0,62
0.7428013858131027,88.75082211268659,0,108
0.16042774296418266,83.0644297631942,0,82
0.04545414853580732,77.1919534795002,0,78
0.4014134631587285,85.55715189281429,0,92
0.6102202170769172,75.94500188963079,0,58
0.4729325292076009,78.9496722359775,0,62
0.34765602460301925,84.85480538518841,0,80
0.16759053262953033,72.84437151296879,0,88
0.15709777372407202,79.51318422543679,0,84
0.1639428997523151,86.33132059500771,0,72
0.11654072407872967,83.0438556315794,0,106
0.25935508780418737,94.0642078669668,0,96
0.4386226503715567,84.74326714427191,0,78
0.22310197420916286,88.6206853797229,0,88
0.18004704135422836,78.90171579453279,0,80
0.17662837058975112,82.6360469519961,0,80
0.16530915212850406,90.68107065298928,0,100
0.1246925295724972,81.79725230467291,0,70
0.15920720084265594,79.8992239310832,0,106
0.8338899761618093,77.9870596779579,0,72
0.104981177353306,75.0915361817862,0,76
0.12447736460561633,75.78295599895159,0,72
0.6158333377083751,89.94787176302891,0,72
0.1975122918052477,77.1892401833331,0,78
0.13365497858565112,90.2242843217572,0,82
0.2090874026753895,87.2977265709108,0,120
0.2751405969061887,89.16429777662029,0,88
0.1165905688492353,78.8748475251635,0,78
0.16649078431662234,80.1574129576313,0,78
0.13095007287056418,81.8391037952123,0,108
0.13419014651218467,72.8599670705338,0,84
0.33571256602573524,86.2677146172298,0,62
0.048250499314743976,86.88620260609959,0,82
0.8006275078610281,80.13148193800791,0,56
0.17529141024942013,78.8617997295219,0,76
0.10518119398688236,80.3631941489689,0,100
0.4786750990463773,75.64056146596829,0,100
0.2360161313881111,79.99600490755641,0,86
0.10376000034229306,68.842985214765,0,62
0.8239180624450066,82.90306625716809,0,76
0.17330189730073606,81.8270228285418,0,90
0.174519037242859,86.53441269959379,0,78
0.8190604783472216,85.0223200108998,0,70
0.6288384390140205,88.27722247863991,0,74
0.1975122918052477,77.1892401833331,0,78
0.15411514098144144,96.06335596226059,0,74
0.042628603752245066,74.4128667383469,0,76
0.7746286531279336,77.6869030361321,0,76
0.2088846416508983,85.4840768602135,0,84
0.6086029870797336,69.1774561875107,0,102
0.6449201450036276,76.34368227984551,0,76
0.381521018648317,84.901682620281,0,112
0.6130249648675671,75.679214038968,0,74
